@relation COMBINED_R1_ura_direct

@attribute attribute1 numeric
@attribute attribute2 numeric
@attribute attribute3 {Deny,Permit}

@data
15,5,Deny
15,6,Deny
15,7,Deny
15,8,Deny
15,9,Deny
15,10,Deny
16,1,Deny
16,3,Deny
16,4,Deny
16,5,Deny
16,6,Deny
16,8,Deny
16,9,Deny
16,10,Deny
17,1,Deny
17,3,Deny
17,4,Deny
17,5,Deny
17,6,Deny
17,8,Deny
17,9,Deny
17,10,Deny
18,1,Deny
18,3,Deny
18,4,Deny
18,5,Deny
18,6,Deny
18,8,Deny
18,9,Deny
18,10,Deny
19,1,Deny
19,3,Deny
19,4,Deny
19,5,Deny
19,6,Deny
19,8,Deny
19,9,Deny
19,10,Deny
20,1,Deny
20,3,Deny
20,4,Deny
20,5,Deny
20,6,Deny
20,8,Deny
20,9,Deny
20,10,Deny
21,1,Deny
21,3,Deny
21,4,Deny
21,5,Deny
21,6,Deny
21,8,Deny
21,9,Deny
21,10,Deny
22,1,Deny
22,3,Deny
22,4,Deny
22,5,Deny
22,6,Deny
22,8,Deny
22,9,Deny
22,10,Deny
23,1,Deny
23,3,Deny
23,4,Deny
23,5,Deny
23,6,Deny
23,8,Deny
23,9,Deny
23,10,Deny
24,1,Deny
24,3,Deny
24,4,Deny
24,5,Deny
24,6,Deny
24,8,Deny
24,9,Deny
24,10,Deny
25,1,Deny
25,3,Deny
25,4,Deny
25,5,Deny
25,6,Deny
25,8,Deny
25,9,Deny
25,10,Deny
26,1,Deny
26,3,Deny
26,4,Deny
26,5,Deny
26,6,Deny
26,8,Deny
26,9,Deny
26,10,Deny
27,1,Deny
27,3,Deny
27,4,Deny
27,5,Deny
27,6,Deny
27,8,Deny
27,9,Deny
27,10,Deny
28,1,Deny
28,3,Deny
28,4,Deny
28,5,Deny
28,6,Deny
28,8,Deny
28,9,Deny
28,10,Deny
29,1,Deny
29,3,Deny
29,4,Deny
29,5,Deny
29,6,Deny
29,8,Deny
29,9,Deny
29,10,Deny
30,1,Deny
30,3,Deny
30,4,Deny
30,5,Deny
30,6,Deny
30,8,Deny
30,9,Deny
30,10,Deny
31,1,Deny
31,2,Deny
31,4,Deny
31,5,Deny
31,7,Deny
31,9,Deny
31,10,Deny
32,1,Deny
32,2,Deny
32,4,Deny
32,5,Deny
32,7,Deny
32,9,Deny
32,10,Deny
33,1,Deny
33,2,Deny
33,4,Deny
33,5,Deny
33,7,Deny
33,9,Deny
33,10,Deny
34,1,Deny
34,2,Deny
34,4,Deny
34,5,Deny
34,7,Deny
34,9,Deny
34,10,Deny
35,1,Deny
35,2,Deny
35,4,Deny
35,5,Deny
35,7,Deny
35,9,Deny
35,10,Deny
36,1,Deny
36,2,Deny
36,4,Deny
36,5,Deny
36,7,Deny
36,9,Deny
36,10,Deny
37,1,Deny
37,2,Deny
37,4,Deny
37,5,Deny
37,7,Deny
37,9,Deny
37,10,Deny
38,1,Deny
38,2,Deny
38,4,Deny
38,5,Deny
38,7,Deny
38,9,Deny
38,10,Deny
39,1,Deny
39,2,Deny
39,4,Deny
39,5,Deny
39,7,Deny
39,9,Deny
39,10,Deny
40,1,Deny
40,2,Deny
40,4,Deny
40,5,Deny
40,7,Deny
40,9,Deny
40,10,Deny
41,1,Deny
41,2,Deny
41,4,Deny
41,5,Deny
41,7,Deny
41,9,Deny
41,10,Deny
42,1,Deny
42,2,Deny
42,4,Deny
42,5,Deny
42,7,Deny
42,9,Deny
42,10,Deny
43,1,Deny
43,2,Deny
43,4,Deny
43,5,Deny
43,7,Deny
43,9,Deny
43,10,Deny
44,1,Deny
44,2,Deny
44,4,Deny
44,5,Deny
44,7,Deny
44,9,Deny
44,10,Deny
45,1,Deny
45,2,Deny
45,4,Deny
45,5,Deny
45,7,Deny
45,9,Deny
45,10,Deny
46,1,Deny
46,2,Deny
46,3,Deny
46,5,Deny
46,6,Deny
46,7,Deny
46,8,Deny
46,10,Deny
47,1,Deny
47,2,Deny
47,3,Deny
47,5,Deny
47,6,Deny
47,7,Deny
47,8,Deny
47,10,Deny
48,1,Deny
48,2,Deny
48,3,Deny
48,5,Deny
48,6,Deny
48,7,Deny
48,8,Deny
48,10,Deny
49,1,Deny
49,2,Deny
49,3,Deny
49,5,Deny
49,6,Deny
49,7,Deny
49,8,Deny
49,10,Deny
50,1,Deny
50,2,Deny
50,3,Deny
50,5,Deny
50,6,Deny
50,7,Deny
50,8,Deny
50,10,Deny
51,1,Deny
51,2,Deny
51,3,Deny
51,5,Deny
51,6,Deny
51,7,Deny
51,8,Deny
51,10,Deny
52,1,Deny
52,2,Deny
52,3,Deny
52,5,Deny
52,6,Deny
52,7,Deny
52,8,Deny
52,10,Deny
53,1,Deny
53,2,Deny
53,3,Deny
53,5,Deny
53,6,Deny
53,7,Deny
53,8,Deny
53,10,Deny
54,1,Deny
54,2,Deny
54,3,Deny
54,5,Deny
54,6,Deny
54,7,Deny
54,8,Deny
54,10,Deny
55,1,Deny
55,2,Deny
55,3,Deny
55,5,Deny
55,6,Deny
55,7,Deny
55,8,Deny
55,10,Deny
56,1,Deny
56,2,Deny
56,3,Deny
56,5,Deny
56,6,Deny
56,7,Deny
56,8,Deny
56,10,Deny
57,1,Deny
57,2,Deny
57,3,Deny
57,5,Deny
57,6,Deny
57,7,Deny
57,8,Deny
57,10,Deny
58,1,Deny
58,2,Deny
58,3,Deny
58,5,Deny
58,6,Deny
58,7,Deny
58,8,Deny
58,10,Deny
59,1,Deny
59,2,Deny
59,3,Deny
59,5,Deny
59,6,Deny
59,7,Deny
59,8,Deny
59,10,Deny
60,1,Deny
60,2,Deny
60,3,Deny
60,5,Deny
60,6,Deny
60,7,Deny
60,8,Deny
60,10,Deny
61,1,Deny
61,2,Deny
61,3,Deny
61,4,Deny
61,6,Deny
61,7,Deny
61,8,Deny
61,9,Deny
62,1,Deny
62,2,Deny
62,3,Deny
62,4,Deny
62,6,Deny
62,7,Deny
62,8,Deny
62,9,Deny
63,1,Deny
63,2,Deny
63,3,Deny
63,4,Deny
63,6,Deny
63,7,Deny
63,8,Deny
63,9,Deny
64,1,Deny
64,2,Deny
64,3,Deny
64,4,Deny
64,6,Deny
64,7,Deny
64,8,Deny
64,9,Deny
65,1,Deny
65,2,Deny
65,3,Deny
65,4,Deny
65,6,Deny
65,7,Deny
65,8,Deny
65,9,Deny
66,1,Deny
66,2,Deny
66,3,Deny
66,4,Deny
66,6,Deny
66,7,Deny
66,8,Deny
66,9,Deny
67,1,Deny
67,2,Deny
67,3,Deny
67,4,Deny
67,6,Deny
67,7,Deny
67,8,Deny
67,9,Deny
68,1,Deny
68,2,Deny
68,3,Deny
68,4,Deny
68,6,Deny
68,7,Deny
68,8,Deny
68,9,Deny
69,1,Deny
69,2,Deny
69,3,Deny
69,4,Deny
69,6,Deny
69,7,Deny
69,8,Deny
69,9,Deny
70,1,Deny
70,2,Deny
70,3,Deny
70,4,Deny
70,6,Deny
70,7,Deny
70,8,Deny
70,9,Deny
71,1,Deny
71,2,Deny
71,3,Deny
71,4,Deny
71,6,Deny
71,7,Deny
71,8,Deny
71,9,Deny
72,1,Deny
72,2,Deny
72,3,Deny
72,4,Deny
72,6,Deny
72,7,Deny
72,8,Deny
72,9,Deny
73,1,Deny
73,2,Deny
73,3,Deny
73,4,Deny
73,6,Deny
73,7,Deny
73,8,Deny
73,9,Deny
74,1,Deny
74,2,Deny
74,3,Deny
74,4,Deny
74,6,Deny
74,7,Deny
74,8,Deny
74,9,Deny
75,1,Deny
75,2,Deny
75,3,Deny
75,4,Deny
75,6,Deny
75,7,Deny
75,8,Deny
75,9,Deny
1,1,Permit
2,1,Permit
3,1,Permit
4,1,Permit
5,1,Permit
6,1,Permit
7,1,Permit
8,1,Permit
9,1,Permit
10,1,Permit
11,1,Permit
12,1,Permit
13,1,Permit
14,1,Permit
15,1,Permit
16,2,Permit
16,7,Permit
17,2,Permit
17,7,Permit
18,2,Permit
18,7,Permit
19,2,Permit
19,7,Permit
20,2,Permit
20,7,Permit
21,2,Permit
21,7,Permit
22,2,Permit
22,7,Permit
23,2,Permit
23,7,Permit
24,2,Permit
24,7,Permit
25,2,Permit
25,7,Permit
26,2,Permit
26,7,Permit
27,2,Permit
27,7,Permit
28,2,Permit
28,7,Permit
29,2,Permit
29,7,Permit
30,2,Permit
30,7,Permit
31,3,Permit
31,6,Permit
31,8,Permit
32,3,Permit
32,6,Permit
32,8,Permit
33,3,Permit
33,6,Permit
33,8,Permit
34,3,Permit
34,6,Permit
34,8,Permit
35,3,Permit
35,6,Permit
35,8,Permit
36,3,Permit
36,6,Permit
36,8,Permit
37,3,Permit
37,6,Permit
37,8,Permit
38,3,Permit
38,6,Permit
38,8,Permit
39,3,Permit
39,6,Permit
39,8,Permit
40,3,Permit
40,6,Permit
40,8,Permit
41,3,Permit
41,6,Permit
41,8,Permit
42,3,Permit
42,6,Permit
42,8,Permit
43,3,Permit
43,6,Permit
43,8,Permit
44,3,Permit
44,6,Permit
44,8,Permit
45,3,Permit
45,6,Permit
45,8,Permit
46,4,Permit
46,9,Permit
47,4,Permit
47,9,Permit
48,4,Permit
48,9,Permit
49,4,Permit
49,9,Permit
50,4,Permit
50,9,Permit
51,4,Permit
51,9,Permit
52,4,Permit
52,9,Permit
53,4,Permit
53,9,Permit
54,4,Permit
54,9,Permit
55,4,Permit
55,9,Permit
56,4,Permit
56,9,Permit
57,4,Permit
57,9,Permit
58,4,Permit
58,9,Permit
59,4,Permit
59,9,Permit
60,4,Permit
60,9,Permit
61,5,Permit
61,10,Permit
62,5,Permit
62,10,Permit
63,5,Permit
63,10,Permit
64,5,Permit
64,10,Permit
65,5,Permit
65,10,Permit
66,5,Permit
66,10,Permit
67,5,Permit
67,10,Permit
68,5,Permit
68,10,Permit
69,5,Permit
69,10,Permit
70,5,Permit
70,10,Permit
71,5,Permit
71,10,Permit
72,5,Permit
72,10,Permit
73,5,Permit
73,10,Permit
74,5,Permit
74,10,Permit
75,5,Permit
75,10,Permit
