attribute 0, attribute 1, attribute 2
95,2,Permit
96,2,Permit
97,2,Permit
98,2,Permit
99,2,Permit
100,2,Permit
101,3,Permit
102,3,Permit
103,3,Permit
104,3,Permit
105,3,Permit
106,3,Permit
107,3,Permit
108,3,Permit
109,3,Permit
110,3,Permit
111,3,Permit
112,3,Permit
113,3,Permit
114,3,Permit
115,3,Permit
116,3,Permit
117,3,Permit
118,3,Permit
119,3,Permit
120,3,Permit
121,3,Permit
122,3,Permit
123,3,Permit
124,3,Permit
125,3,Permit
126,3,Permit
127,3,Permit
128,3,Permit
129,3,Permit
130,3,Permit
131,3,Permit
132,3,Permit
133,3,Permit
134,3,Permit
135,3,Permit
136,3,Permit
137,3,Permit
138,3,Permit
139,3,Permit
140,3,Permit
141,3,Permit
142,3,Permit
143,3,Permit
144,3,Permit
145,3,Permit
146,3,Permit
147,3,Permit
148,3,Permit
149,3,Permit
150,3,Permit
151,4,Permit
152,4,Permit
153,4,Permit
154,4,Permit
155,4,Permit
156,4,Permit
157,4,Permit
158,4,Permit
159,4,Permit
160,4,Permit
161,4,Permit
162,4,Permit
163,4,Permit
164,4,Permit
165,4,Permit
166,4,Permit
167,4,Permit
168,4,Permit
169,4,Permit
170,4,Permit
171,4,Permit
172,4,Permit
173,4,Permit
174,4,Permit
175,4,Permit
176,4,Permit
177,4,Permit
178,4,Permit
179,4,Permit
180,4,Permit
181,4,Permit
182,4,Permit
183,4,Permit
184,4,Permit
185,4,Permit
186,4,Permit
187,4,Permit
188,4,Permit
189,4,Permit
190,4,Permit
191,4,Permit
192,4,Permit
193,4,Permit
194,4,Permit
195,4,Permit
196,4,Permit
197,4,Permit
198,4,Permit
199,4,Permit
200,4,Permit
201,5,Permit
202,5,Permit
203,5,Permit
204,5,Permit
205,5,Permit
206,5,Permit
207,5,Permit
208,5,Permit
209,5,Permit
210,5,Permit
211,5,Permit
212,5,Permit
213,5,Permit
214,5,Permit
215,5,Permit
216,5,Permit
217,5,Permit
218,5,Permit
219,5,Permit
220,5,Permit
221,5,Permit
222,5,Permit
223,5,Permit
224,5,Permit
225,5,Permit
226,5,Permit
227,5,Permit
228,5,Permit
229,5,Permit
230,5,Permit
231,5,Permit
232,5,Permit
233,5,Permit
234,5,Permit
235,5,Permit
236,5,Permit
237,5,Permit
238,5,Permit
239,5,Permit
240,5,Permit
241,5,Permit
242,5,Permit
243,5,Permit
244,5,Permit
245,5,Permit
246,5,Permit
247,5,Permit
248,5,Permit
249,5,Permit
250,5,Permit
251,6,Permit
252,6,Permit
253,6,Permit
254,6,Permit
255,6,Permit
256,6,Permit
257,6,Permit
258,6,Permit
259,6,Permit
260,6,Permit
261,6,Permit
262,6,Permit
263,6,Permit
264,6,Permit
265,6,Permit
266,6,Permit
267,6,Permit
268,6,Permit
269,6,Permit
270,6,Permit
271,6,Permit
272,6,Permit
273,6,Permit
274,6,Permit
275,6,Permit
276,6,Permit
277,6,Permit
278,6,Permit
279,6,Permit
280,6,Permit
281,6,Permit
282,6,Permit
283,6,Permit
284,6,Permit
285,6,Permit
286,6,Permit
287,6,Permit
288,6,Permit
289,6,Permit
290,6,Permit
291,6,Permit
292,6,Permit
293,6,Permit
294,6,Permit
295,6,Permit
296,6,Permit
297,6,Permit
298,6,Permit
299,6,Permit
300,6,Permit
301,7,Permit
302,7,Permit
303,7,Permit
304,7,Permit
305,7,Permit
306,7,Permit
307,7,Permit
308,7,Permit
309,7,Permit
310,7,Permit
311,7,Permit
312,7,Permit
313,7,Permit
314,7,Permit
315,7,Permit
316,7,Permit
317,7,Permit
318,7,Permit
319,7,Permit
320,7,Permit
321,7,Permit
322,7,Permit
323,7,Permit
324,7,Permit
325,7,Permit
326,7,Permit
327,7,Permit
328,7,Permit
329,7,Permit
330,7,Permit
331,7,Permit
332,7,Permit
333,7,Permit
334,7,Permit
335,7,Permit
336,7,Permit
337,7,Permit
338,7,Permit
339,7,Permit
340,7,Permit
341,7,Permit
342,7,Permit
343,7,Permit
344,7,Permit
345,7,Permit
346,7,Permit
347,7,Permit
348,7,Permit
349,7,Permit
350,7,Permit
351,8,Permit
352,8,Permit
353,8,Permit
354,8,Permit
355,8,Permit
356,8,Permit
357,8,Permit
358,8,Permit
359,8,Permit
360,8,Permit
361,8,Permit
362,8,Permit
363,8,Permit
364,8,Permit
365,8,Permit
366,8,Permit
367,8,Permit
368,8,Permit
369,8,Permit
370,8,Permit
371,8,Permit
372,8,Permit
373,8,Permit
374,8,Permit
375,8,Permit
376,8,Permit
377,8,Permit
378,8,Permit
379,8,Permit
380,8,Permit
381,8,Permit
382,8,Permit
383,8,Permit
384,8,Permit
385,8,Permit
386,8,Permit
387,8,Permit
388,8,Permit
389,8,Permit
390,8,Permit
391,8,Permit
392,8,Permit
393,8,Permit
394,8,Permit
395,8,Permit
396,8,Permit
397,8,Permit
398,8,Permit
399,8,Permit
400,8,Permit
401,9,Permit
402,9,Permit
403,9,Permit
404,9,Permit
405,9,Permit
406,9,Permit
407,9,Permit
408,9,Permit
409,9,Permit
410,9,Permit
411,9,Permit
412,9,Permit
413,9,Permit
414,9,Permit
415,9,Permit
416,9,Permit
417,9,Permit
418,9,Permit
419,9,Permit
420,9,Permit
421,9,Permit
422,9,Permit
423,9,Permit
424,9,Permit
425,9,Permit
426,9,Permit
427,9,Permit
428,9,Permit
429,9,Permit
430,9,Permit
431,9,Permit
432,9,Permit
433,9,Permit
434,9,Permit
435,9,Permit
436,9,Permit
437,9,Permit
438,9,Permit
439,9,Permit
440,9,Permit
441,9,Permit
442,9,Permit
443,9,Permit
444,9,Permit
445,9,Permit
446,9,Permit
447,9,Permit
448,9,Permit
449,9,Permit
450,9,Permit
451,10,Permit
452,10,Permit
453,10,Permit
454,10,Permit
455,10,Permit
456,10,Permit
457,10,Permit
458,10,Permit
459,10,Permit
460,10,Permit
461,10,Permit
462,10,Permit
463,10,Permit
464,10,Permit
465,10,Permit
466,10,Permit
467,10,Permit
468,10,Permit
469,10,Permit
470,10,Permit
471,10,Permit
472,10,Permit
473,10,Permit
474,10,Permit
475,10,Permit
476,10,Permit
1,2,Deny
1,3,Deny
1,4,Deny
1,5,Deny
1,6,Deny
1,7,Deny
1,8,Deny
1,9,Deny
1,10,Deny
1,11,Deny
1,12,Deny
1,13,Deny
1,14,Deny
1,15,Deny
1,16,Deny
1,17,Deny
1,18,Deny
1,19,Deny
1,20,Deny
2,2,Deny
2,3,Deny
2,4,Deny
2,5,Deny
2,6,Deny
2,7,Deny
2,8,Deny
2,9,Deny
2,10,Deny
2,11,Deny
2,12,Deny
2,13,Deny
2,14,Deny
2,15,Deny
2,16,Deny
2,17,Deny
2,18,Deny
2,19,Deny
2,20,Deny
3,2,Deny
3,3,Deny
3,4,Deny
3,5,Deny
3,6,Deny
3,7,Deny
3,8,Deny
3,9,Deny
3,10,Deny
3,11,Deny
3,12,Deny
3,13,Deny
3,14,Deny
3,15,Deny
3,16,Deny
3,17,Deny
3,18,Deny
3,19,Deny
3,20,Deny
4,2,Deny
4,3,Deny
4,4,Deny
4,5,Deny
4,6,Deny
4,7,Deny
4,8,Deny
4,9,Deny
4,10,Deny
4,11,Deny
4,12,Deny
4,13,Deny
4,14,Deny
4,15,Deny
4,16,Deny
4,17,Deny
4,18,Deny
4,19,Deny
4,20,Deny
5,2,Deny
5,3,Deny
5,4,Deny
5,5,Deny
5,6,Deny
5,7,Deny
5,8,Deny
5,9,Deny
5,10,Deny
5,11,Deny
5,12,Deny
5,13,Deny
5,14,Deny
5,15,Deny
5,16,Deny
5,17,Deny
5,18,Deny
5,19,Deny
5,20,Deny
6,2,Deny
6,3,Deny
6,4,Deny
6,5,Deny
6,6,Deny
6,7,Deny
6,8,Deny
6,9,Deny
6,10,Deny
6,11,Deny
6,12,Deny
6,13,Deny
6,14,Deny
6,15,Deny
6,16,Deny
6,17,Deny
6,18,Deny
6,19,Deny
6,20,Deny
7,2,Deny
7,3,Deny
7,4,Deny
7,5,Deny
7,6,Deny
7,7,Deny
7,8,Deny
7,9,Deny
7,10,Deny
7,11,Deny
7,12,Deny
7,13,Deny
7,14,Deny
7,15,Deny
7,16,Deny
7,17,Deny
7,18,Deny
7,19,Deny
7,20,Deny
8,2,Deny
8,3,Deny
8,4,Deny
8,5,Deny
8,6,Deny
8,7,Deny
8,8,Deny
8,9,Deny
8,10,Deny
8,11,Deny
8,12,Deny
8,13,Deny
8,14,Deny
8,15,Deny
8,16,Deny
8,17,Deny
8,18,Deny
8,19,Deny
8,20,Deny
9,2,Deny
9,3,Deny
9,4,Deny
9,5,Deny
9,6,Deny
9,7,Deny
9,8,Deny
9,9,Deny
9,10,Deny
9,11,Deny
9,12,Deny
9,13,Deny
9,14,Deny
9,15,Deny
9,16,Deny
9,17,Deny
9,18,Deny
9,19,Deny
9,20,Deny
10,2,Deny
10,3,Deny
10,4,Deny
10,5,Deny
10,6,Deny
10,7,Deny
10,8,Deny
10,9,Deny
10,10,Deny
10,11,Deny
10,12,Deny
10,13,Deny
10,14,Deny
10,15,Deny
10,16,Deny
10,17,Deny
10,18,Deny
10,19,Deny
10,20,Deny
11,2,Deny
11,3,Deny
11,4,Deny
11,5,Deny
11,6,Deny
11,7,Deny
11,8,Deny
11,9,Deny
11,10,Deny
11,11,Deny
11,12,Deny
11,13,Deny
11,14,Deny
11,15,Deny
11,16,Deny
11,17,Deny
11,18,Deny
11,19,Deny
11,20,Deny
12,2,Deny
12,3,Deny
12,4,Deny
12,5,Deny
12,6,Deny
12,7,Deny
12,8,Deny
12,9,Deny
12,10,Deny
12,11,Deny
12,12,Deny
12,13,Deny
12,14,Deny
12,15,Deny
12,16,Deny
12,17,Deny
12,18,Deny
12,19,Deny
12,20,Deny
13,2,Deny
13,3,Deny
13,4,Deny
13,5,Deny
13,6,Deny
13,7,Deny
13,8,Deny
13,9,Deny
13,10,Deny
13,11,Deny
13,12,Deny
13,13,Deny
13,14,Deny
13,15,Deny
13,16,Deny
13,17,Deny
13,18,Deny
13,19,Deny
13,20,Deny
14,2,Deny
14,3,Deny
14,4,Deny
14,5,Deny
14,6,Deny
14,7,Deny
14,8,Deny
14,9,Deny
14,10,Deny
14,11,Deny
14,12,Deny
14,13,Deny
14,14,Deny
14,15,Deny
14,16,Deny
14,17,Deny
14,18,Deny
14,19,Deny
14,20,Deny
15,2,Deny
15,3,Deny
15,4,Deny
15,5,Deny
15,6,Deny
15,7,Deny
15,8,Deny
15,9,Deny
15,10,Deny
15,11,Deny
15,12,Deny
15,13,Deny
15,14,Deny
15,15,Deny
15,16,Deny
15,17,Deny
15,18,Deny
15,19,Deny
15,20,Deny
16,2,Deny
16,3,Deny
16,4,Deny
16,5,Deny
16,6,Deny
16,7,Deny
16,8,Deny
16,9,Deny
16,10,Deny
16,11,Deny
16,12,Deny
16,13,Deny
16,14,Deny
16,15,Deny
16,16,Deny
16,17,Deny
16,18,Deny
16,19,Deny
16,20,Deny
17,2,Deny
17,3,Deny
17,4,Deny
17,5,Deny
17,6,Deny
17,7,Deny
17,8,Deny
17,9,Deny
17,10,Deny
17,11,Deny
17,12,Deny
17,13,Deny
17,14,Deny
17,15,Deny
17,16,Deny
17,17,Deny
17,18,Deny
17,19,Deny
17,20,Deny
18,2,Deny
18,3,Deny
18,4,Deny
18,5,Deny
18,6,Deny
18,7,Deny
18,8,Deny
18,9,Deny
18,10,Deny
18,11,Deny
18,12,Deny
18,13,Deny
18,14,Deny
18,15,Deny
18,16,Deny
18,17,Deny
18,18,Deny
18,19,Deny
18,20,Deny
19,2,Deny
19,3,Deny
19,4,Deny
19,5,Deny
19,6,Deny
19,7,Deny
19,8,Deny
19,9,Deny
19,10,Deny
19,11,Deny
19,12,Deny
19,13,Deny
19,14,Deny
19,15,Deny
19,16,Deny
19,17,Deny
19,18,Deny
19,19,Deny
19,20,Deny
20,2,Deny
20,3,Deny
20,4,Deny
20,5,Deny
20,6,Deny
20,7,Deny
20,8,Deny
20,9,Deny
20,10,Deny
20,11,Deny
20,12,Deny
20,13,Deny
20,14,Deny
20,15,Deny
20,16,Deny
20,17,Deny
20,18,Deny
20,19,Deny
20,20,Deny
21,2,Deny
21,3,Deny
21,4,Deny
21,5,Deny
21,6,Deny
21,7,Deny
21,8,Deny
21,9,Deny
21,10,Deny
21,11,Deny
21,12,Deny
21,13,Deny
21,14,Deny
21,15,Deny
21,16,Deny
21,17,Deny
21,18,Deny
21,19,Deny
21,20,Deny
22,2,Deny
22,3,Deny
22,4,Deny
22,5,Deny
22,6,Deny
22,7,Deny
22,8,Deny
22,9,Deny
22,10,Deny
22,11,Deny
22,12,Deny
22,13,Deny
22,14,Deny
22,15,Deny
22,16,Deny
22,17,Deny
22,18,Deny
22,19,Deny
22,20,Deny
23,2,Deny
23,3,Deny
23,4,Deny
23,5,Deny
23,6,Deny
23,7,Deny
23,8,Deny
23,9,Deny
23,10,Deny
23,11,Deny
23,12,Deny
23,13,Deny
23,14,Deny
23,15,Deny
23,16,Deny
23,17,Deny
23,18,Deny
23,19,Deny
23,20,Deny
24,2,Deny
24,3,Deny
24,4,Deny
24,5,Deny
24,6,Deny
24,7,Deny
24,8,Deny
24,9,Deny
24,10,Deny
24,11,Deny
24,12,Deny
24,13,Deny
24,14,Deny
24,15,Deny
24,16,Deny
24,17,Deny
24,18,Deny
24,19,Deny
24,20,Deny
25,2,Deny
25,3,Deny
25,4,Deny
25,5,Deny
25,6,Deny
25,7,Deny
25,8,Deny
25,9,Deny
25,10,Deny
25,11,Deny
25,12,Deny
25,13,Deny
25,14,Deny
25,15,Deny
25,16,Deny
25,17,Deny
25,18,Deny
25,19,Deny
25,20,Deny
26,2,Deny
26,3,Deny
26,4,Deny
26,5,Deny
26,6,Deny
26,7,Deny
26,8,Deny
26,9,Deny
26,10,Deny
26,11,Deny
26,12,Deny
26,13,Deny
26,14,Deny
26,15,Deny
26,16,Deny
26,17,Deny
26,18,Deny
26,19,Deny
26,20,Deny
27,2,Deny
27,3,Deny
27,4,Deny
27,5,Deny
27,6,Deny
27,7,Deny
27,8,Deny
27,9,Deny
27,10,Deny
27,11,Deny
27,12,Deny
27,13,Deny
27,14,Deny
27,15,Deny
27,16,Deny
27,17,Deny
27,18,Deny
27,19,Deny
27,20,Deny
28,2,Deny
28,3,Deny
28,4,Deny
28,5,Deny
28,6,Deny
28,7,Deny
28,8,Deny
28,9,Deny
28,10,Deny
28,11,Deny
28,12,Deny
28,13,Deny
28,14,Deny
28,15,Deny
28,16,Deny
28,17,Deny
28,18,Deny
28,19,Deny
28,20,Deny
29,2,Deny
29,3,Deny
29,4,Deny
29,5,Deny
29,6,Deny
29,7,Deny
29,8,Deny
29,9,Deny
29,10,Deny
29,11,Deny
29,12,Deny
29,13,Deny
29,14,Deny
29,15,Deny
29,16,Deny
29,17,Deny
29,18,Deny
29,19,Deny
29,20,Deny
30,2,Deny
30,3,Deny
30,4,Deny
30,5,Deny
30,6,Deny
30,7,Deny
30,8,Deny
30,9,Deny
30,10,Deny
30,11,Deny
30,12,Deny
30,13,Deny
30,14,Deny
30,15,Deny
30,16,Deny
30,17,Deny
30,18,Deny
30,19,Deny
30,20,Deny
31,2,Deny
31,3,Deny
31,4,Deny
31,5,Deny
31,6,Deny
31,7,Deny
31,8,Deny
31,9,Deny
31,10,Deny
31,11,Deny
31,12,Deny
31,13,Deny
31,14,Deny
31,15,Deny
31,16,Deny
31,17,Deny
31,18,Deny
31,19,Deny
31,20,Deny
32,2,Deny
32,3,Deny
32,4,Deny
32,5,Deny
32,6,Deny
32,7,Deny
32,8,Deny
32,9,Deny
32,10,Deny
32,11,Deny
32,12,Deny
32,13,Deny
32,14,Deny
32,15,Deny
32,16,Deny
32,17,Deny
32,18,Deny
32,19,Deny
32,20,Deny
33,2,Deny
33,3,Deny
33,4,Deny
33,5,Deny
33,6,Deny
33,7,Deny
33,8,Deny
33,9,Deny
33,10,Deny
33,11,Deny
33,12,Deny
33,13,Deny
33,14,Deny
33,15,Deny
33,16,Deny
33,17,Deny
33,18,Deny
33,19,Deny
33,20,Deny
34,2,Deny
34,3,Deny
34,4,Deny
34,5,Deny
34,6,Deny
34,7,Deny
34,8,Deny
34,9,Deny
34,10,Deny
34,11,Deny
34,12,Deny
34,13,Deny
34,14,Deny
34,15,Deny
34,16,Deny
34,17,Deny
34,18,Deny
34,19,Deny
34,20,Deny
35,2,Deny
35,3,Deny
35,4,Deny
35,5,Deny
35,6,Deny
35,7,Deny
35,8,Deny
35,9,Deny
35,10,Deny
35,11,Deny
35,12,Deny
35,13,Deny
35,14,Deny
35,15,Deny
35,16,Deny
35,17,Deny
35,18,Deny
35,19,Deny
35,20,Deny
36,2,Deny
36,3,Deny
36,4,Deny
36,5,Deny
36,6,Deny
36,7,Deny
36,8,Deny
36,9,Deny
36,10,Deny
36,11,Deny
36,12,Deny
36,13,Deny
36,14,Deny
36,15,Deny
36,16,Deny
36,17,Deny
36,18,Deny
36,19,Deny
36,20,Deny
37,2,Deny
37,3,Deny
37,4,Deny
37,5,Deny
37,6,Deny
37,7,Deny
37,8,Deny
37,9,Deny
37,10,Deny
37,11,Deny
37,12,Deny
37,13,Deny
37,14,Deny
37,15,Deny
37,16,Deny
37,17,Deny
37,18,Deny
37,19,Deny
37,20,Deny
38,2,Deny
38,3,Deny
38,4,Deny
38,5,Deny
38,6,Deny
38,7,Deny
38,8,Deny
38,9,Deny
38,10,Deny
38,11,Deny
38,12,Deny
38,13,Deny
38,14,Deny
38,15,Deny
38,16,Deny
38,17,Deny
38,18,Deny
38,19,Deny
38,20,Deny
39,2,Deny
39,3,Deny
39,4,Deny
39,5,Deny
39,6,Deny
39,7,Deny
39,8,Deny
39,9,Deny
39,10,Deny
39,11,Deny
39,12,Deny
39,13,Deny
39,14,Deny
39,15,Deny
39,16,Deny
39,17,Deny
39,18,Deny
39,19,Deny
39,20,Deny
40,2,Deny
40,3,Deny
40,4,Deny
40,5,Deny
