@relation Total_R2_ura_direct

@attribute 'attribute 0' numeric
@attribute ' attribute 1' numeric
@attribute ' attribute 2' {Permit,Deny}

@data
408,6,Permit
408,16,Permit
409,6,Permit
409,16,Permit
410,6,Permit
410,16,Permit
411,6,Permit
411,16,Permit
412,6,Permit
412,16,Permit
413,6,Permit
413,16,Permit
414,6,Permit
414,16,Permit
415,6,Permit
415,16,Permit
416,6,Permit
416,16,Permit
417,6,Permit
417,16,Permit
418,6,Permit
418,16,Permit
419,6,Permit
419,16,Permit
420,6,Permit
420,16,Permit
421,6,Permit
421,16,Permit
422,6,Permit
422,16,Permit
423,6,Permit
423,16,Permit
424,6,Permit
424,16,Permit
425,6,Permit
425,16,Permit
426,6,Permit
426,16,Permit
427,6,Permit
427,16,Permit
428,6,Permit
428,16,Permit
429,6,Permit
429,16,Permit
430,6,Permit
430,16,Permit
431,6,Permit
431,16,Permit
432,6,Permit
432,16,Permit
433,6,Permit
433,16,Permit
434,6,Permit
434,16,Permit
435,6,Permit
435,16,Permit
436,6,Permit
436,16,Permit
437,6,Permit
437,16,Permit
438,6,Permit
438,16,Permit
439,6,Permit
439,16,Permit
440,6,Permit
440,16,Permit
441,6,Permit
441,16,Permit
442,6,Permit
442,16,Permit
443,6,Permit
443,16,Permit
444,6,Permit
444,16,Permit
445,6,Permit
445,16,Permit
446,6,Permit
446,16,Permit
447,6,Permit
447,16,Permit
448,6,Permit
448,16,Permit
449,6,Permit
449,16,Permit
450,6,Permit
450,16,Permit
451,7,Permit
451,17,Permit
452,7,Permit
452,17,Permit
453,7,Permit
453,17,Permit
454,7,Permit
454,17,Permit
455,7,Permit
455,17,Permit
456,7,Permit
456,17,Permit
457,7,Permit
457,17,Permit
458,7,Permit
458,17,Permit
459,7,Permit
459,17,Permit
460,7,Permit
460,17,Permit
461,7,Permit
461,17,Permit
462,7,Permit
462,17,Permit
463,7,Permit
463,17,Permit
464,7,Permit
464,17,Permit
465,7,Permit
465,17,Permit
466,7,Permit
466,17,Permit
467,7,Permit
467,17,Permit
468,7,Permit
468,17,Permit
469,7,Permit
469,17,Permit
470,7,Permit
470,17,Permit
471,7,Permit
471,17,Permit
472,7,Permit
472,17,Permit
473,7,Permit
473,17,Permit
474,7,Permit
474,17,Permit
475,7,Permit
475,17,Permit
476,7,Permit
476,17,Permit
477,7,Permit
477,17,Permit
478,7,Permit
478,17,Permit
479,7,Permit
479,17,Permit
480,7,Permit
480,17,Permit
481,7,Permit
481,17,Permit
482,7,Permit
482,17,Permit
483,7,Permit
483,17,Permit
484,7,Permit
484,17,Permit
485,7,Permit
485,17,Permit
486,7,Permit
486,17,Permit
487,7,Permit
487,17,Permit
488,7,Permit
488,17,Permit
489,7,Permit
489,17,Permit
490,7,Permit
490,17,Permit
491,7,Permit
491,17,Permit
492,7,Permit
492,17,Permit
493,7,Permit
493,17,Permit
494,7,Permit
494,17,Permit
495,7,Permit
495,17,Permit
496,7,Permit
496,17,Permit
497,7,Permit
497,17,Permit
498,7,Permit
498,17,Permit
499,7,Permit
499,17,Permit
500,7,Permit
500,17,Permit
501,7,Permit
501,17,Permit
502,7,Permit
502,17,Permit
503,7,Permit
503,17,Permit
504,7,Permit
504,17,Permit
505,7,Permit
505,17,Permit
506,7,Permit
506,17,Permit
507,7,Permit
507,17,Permit
508,7,Permit
508,17,Permit
509,7,Permit
509,17,Permit
510,7,Permit
510,17,Permit
511,7,Permit
511,17,Permit
512,7,Permit
512,17,Permit
513,7,Permit
513,17,Permit
514,7,Permit
514,17,Permit
515,7,Permit
515,17,Permit
516,7,Permit
516,17,Permit
517,7,Permit
517,17,Permit
518,7,Permit
518,17,Permit
519,7,Permit
519,17,Permit
520,7,Permit
520,17,Permit
521,7,Permit
521,17,Permit
522,7,Permit
522,17,Permit
523,7,Permit
523,17,Permit
524,7,Permit
524,17,Permit
525,7,Permit
525,17,Permit
526,8,Permit
526,18,Permit
527,8,Permit
527,18,Permit
528,8,Permit
528,18,Permit
529,8,Permit
529,18,Permit
530,8,Permit
530,18,Permit
531,8,Permit
531,18,Permit
532,8,Permit
532,18,Permit
533,8,Permit
533,18,Permit
534,8,Permit
534,18,Permit
535,8,Permit
535,18,Permit
536,8,Permit
536,18,Permit
537,8,Permit
537,18,Permit
538,8,Permit
538,18,Permit
539,8,Permit
539,18,Permit
540,8,Permit
540,18,Permit
541,8,Permit
541,18,Permit
542,8,Permit
542,18,Permit
543,8,Permit
543,18,Permit
544,8,Permit
544,18,Permit
545,8,Permit
545,18,Permit
546,8,Permit
546,18,Permit
547,8,Permit
547,18,Permit
548,8,Permit
548,18,Permit
549,8,Permit
549,18,Permit
550,8,Permit
550,18,Permit
551,8,Permit
551,18,Permit
552,8,Permit
552,18,Permit
553,8,Permit
553,18,Permit
554,8,Permit
554,18,Permit
555,8,Permit
555,18,Permit
556,8,Permit
556,18,Permit
557,8,Permit
557,18,Permit
558,8,Permit
558,18,Permit
559,8,Permit
559,18,Permit
560,8,Permit
560,18,Permit
561,8,Permit
561,18,Permit
562,8,Permit
562,18,Permit
563,8,Permit
563,18,Permit
564,8,Permit
564,18,Permit
565,8,Permit
565,18,Permit
566,8,Permit
566,18,Permit
567,8,Permit
567,18,Permit
568,8,Permit
568,18,Permit
569,8,Permit
569,18,Permit
570,8,Permit
570,18,Permit
571,8,Permit
571,18,Permit
572,8,Permit
572,18,Permit
573,8,Permit
573,18,Permit
574,8,Permit
574,18,Permit
575,8,Permit
575,18,Permit
576,8,Permit
576,18,Permit
577,8,Permit
577,18,Permit
578,8,Permit
578,18,Permit
579,8,Permit
579,18,Permit
580,8,Permit
580,18,Permit
581,8,Permit
581,18,Permit
582,8,Permit
582,18,Permit
583,8,Permit
583,18,Permit
584,8,Permit
584,18,Permit
585,8,Permit
585,18,Permit
586,8,Permit
586,18,Permit
587,8,Permit
587,18,Permit
588,8,Permit
588,18,Permit
589,8,Permit
589,18,Permit
590,8,Permit
590,18,Permit
591,8,Permit
591,18,Permit
592,8,Permit
592,18,Permit
593,8,Permit
593,18,Permit
594,8,Permit
594,18,Permit
595,8,Permit
595,18,Permit
596,8,Permit
596,18,Permit
597,8,Permit
597,18,Permit
598,8,Permit
598,18,Permit
599,8,Permit
599,18,Permit
600,8,Permit
600,18,Permit
601,9,Permit
601,19,Permit
602,9,Permit
602,19,Permit
603,9,Permit
603,19,Permit
604,9,Permit
604,19,Permit
605,9,Permit
605,19,Permit
606,9,Permit
606,19,Permit
607,9,Permit
607,19,Permit
608,9,Permit
608,19,Permit
609,9,Permit
609,19,Permit
610,9,Permit
610,19,Permit
611,9,Permit
611,19,Permit
612,9,Permit
612,19,Permit
613,9,Permit
613,19,Permit
614,9,Permit
614,19,Permit
615,9,Permit
615,19,Permit
616,9,Permit
616,19,Permit
617,9,Permit
617,19,Permit
618,9,Permit
618,19,Permit
619,9,Permit
619,19,Permit
620,9,Permit
620,19,Permit
621,9,Permit
621,19,Permit
622,9,Permit
622,19,Permit
623,9,Permit
623,19,Permit
624,9,Permit
624,19,Permit
625,9,Permit
625,19,Permit
626,9,Permit
626,19,Permit
627,9,Permit
627,19,Permit
628,9,Permit
628,19,Permit
629,9,Permit
629,19,Permit
630,9,Permit
630,19,Permit
631,9,Permit
631,19,Permit
632,9,Permit
632,19,Permit
633,9,Permit
633,19,Permit
634,9,Permit
634,19,Permit
635,9,Permit
635,19,Permit
636,9,Permit
636,19,Permit
637,9,Permit
637,19,Permit
638,9,Permit
638,19,Permit
639,9,Permit
639,19,Permit
640,9,Permit
640,19,Permit
641,9,Permit
641,19,Permit
642,9,Permit
642,19,Permit
643,9,Permit
643,19,Permit
644,9,Permit
644,19,Permit
645,9,Permit
645,19,Permit
646,9,Permit
646,19,Permit
647,9,Permit
647,19,Permit
648,9,Permit
648,19,Permit
649,9,Permit
649,19,Permit
650,9,Permit
650,19,Permit
651,9,Permit
651,19,Permit
652,9,Permit
652,19,Permit
653,9,Permit
653,19,Permit
654,9,Permit
654,19,Permit
655,9,Permit
655,19,Permit
656,9,Permit
656,19,Permit
657,9,Permit
657,19,Permit
658,9,Permit
658,19,Permit
659,9,Permit
659,19,Permit
660,9,Permit
660,19,Permit
661,9,Permit
661,19,Permit
662,9,Permit
662,19,Permit
663,9,Permit
663,19,Permit
664,9,Permit
664,19,Permit
665,9,Permit
665,19,Permit
666,9,Permit
666,19,Permit
667,9,Permit
667,19,Permit
668,9,Permit
668,19,Permit
669,9,Permit
669,19,Permit
670,9,Permit
670,19,Permit
671,9,Permit
671,19,Permit
672,9,Permit
672,19,Permit
673,9,Permit
673,19,Permit
674,9,Permit
674,19,Permit
675,9,Permit
675,19,Permit
676,10,Permit
676,20,Permit
677,10,Permit
677,20,Permit
678,10,Permit
678,20,Permit
679,10,Permit
679,20,Permit
680,10,Permit
680,20,Permit
681,10,Permit
681,20,Permit
682,10,Permit
682,20,Permit
683,10,Permit
683,20,Permit
684,10,Permit
684,20,Permit
685,10,Permit
685,20,Permit
686,10,Permit
686,20,Permit
687,10,Permit
687,20,Permit
688,10,Permit
688,20,Permit
689,10,Permit
689,20,Permit
690,10,Permit
690,20,Permit
691,10,Permit
691,20,Permit
692,10,Permit
692,20,Permit
693,10,Permit
693,20,Permit
694,10,Permit
694,20,Permit
695,10,Permit
695,20,Permit
696,10,Permit
696,20,Permit
697,10,Permit
697,20,Permit
698,10,Permit
698,20,Permit
699,10,Permit
699,20,Permit
700,10,Permit
700,20,Permit
701,10,Permit
701,20,Permit
702,10,Permit
702,20,Permit
703,10,Permit
703,20,Permit
704,10,Permit
704,20,Permit
705,10,Permit
705,20,Permit
706,10,Permit
706,20,Permit
707,10,Permit
707,20,Permit
708,10,Permit
708,20,Permit
709,10,Permit
709,20,Permit
710,10,Permit
710,20,Permit
711,10,Permit
711,20,Permit
712,10,Permit
712,20,Permit
713,10,Permit
713,20,Permit
714,10,Permit
714,20,Permit
715,10,Permit
715,20,Permit
716,10,Permit
716,20,Permit
717,10,Permit
717,20,Permit
718,10,Permit
718,20,Permit
719,10,Permit
719,20,Permit
720,10,Permit
720,20,Permit
721,10,Permit
721,20,Permit
722,10,Permit
722,20,Permit
723,10,Permit
723,20,Permit
724,10,Permit
724,20,Permit
725,10,Permit
725,20,Permit
726,10,Permit
726,20,Permit
727,10,Permit
727,20,Permit
728,10,Permit
728,20,Permit
729,10,Permit
729,20,Permit
730,10,Permit
730,20,Permit
731,10,Permit
731,20,Permit
732,10,Permit
732,20,Permit
733,10,Permit
733,20,Permit
734,10,Permit
734,20,Permit
735,10,Permit
735,20,Permit
736,10,Permit
736,20,Permit
737,10,Permit
737,20,Permit
738,10,Permit
738,20,Permit
739,10,Permit
739,20,Permit
740,10,Permit
740,20,Permit
741,10,Permit
741,20,Permit
742,10,Permit
742,20,Permit
743,10,Permit
743,20,Permit
744,10,Permit
744,20,Permit
745,10,Permit
745,20,Permit
746,10,Permit
746,20,Permit
747,10,Permit
747,20,Permit
748,10,Permit
748,20,Permit
749,10,Permit
749,20,Permit
750,10,Permit
750,20,Permit
1,1,Permit
1,11,Permit
2,1,Permit
2,11,Permit
3,1,Permit
3,11,Permit
4,1,Permit
4,11,Permit
5,1,Permit
5,11,Permit
6,1,Permit
6,11,Permit
7,1,Permit
7,11,Permit
8,1,Permit
8,11,Permit
9,1,Permit
9,11,Permit
10,1,Permit
10,11,Permit
11,1,Permit
11,11,Permit
12,1,Permit
12,11,Permit
13,1,Permit
13,11,Permit
14,1,Permit
14,11,Permit
15,1,Permit
15,11,Permit
16,1,Permit
16,11,Permit
17,1,Permit
17,11,Permit
18,1,Permit
18,11,Permit
19,1,Permit
19,11,Permit
20,1,Permit
20,11,Permit
21,1,Permit
21,11,Permit
22,1,Permit
22,11,Permit
23,1,Permit
23,11,Permit
24,1,Permit
24,11,Permit
25,1,Permit
25,11,Permit
26,1,Permit
26,11,Permit
27,1,Permit
27,11,Permit
28,1,Permit
28,11,Permit
29,1,Permit
29,11,Permit
30,1,Permit
30,11,Permit
31,1,Permit
31,11,Permit
32,1,Permit
32,11,Permit
33,1,Permit
33,11,Permit
34,1,Permit
34,11,Permit
35,1,Permit
35,11,Permit
36,1,Permit
36,11,Permit
37,1,Permit
37,11,Permit
38,1,Permit
38,11,Permit
39,1,Permit
39,11,Permit
40,1,Permit
40,11,Permit
41,1,Permit
41,11,Permit
42,1,Permit
42,11,Permit
43,1,Permit
43,11,Permit
44,1,Permit
44,11,Permit
45,1,Permit
45,11,Permit
46,1,Permit
46,11,Permit
47,1,Permit
47,11,Permit
48,1,Permit
48,11,Permit
49,1,Permit
49,11,Permit
50,1,Permit
50,11,Permit
51,1,Permit
51,11,Permit
52,1,Permit
52,11,Permit
53,1,Permit
53,11,Permit
54,1,Permit
54,11,Permit
55,1,Permit
55,11,Permit
56,1,Permit
56,11,Permit
57,1,Permit
57,11,Permit
58,1,Permit
58,11,Permit
59,1,Permit
59,11,Permit
60,1,Permit
60,11,Permit
61,1,Permit
61,11,Permit
62,1,Permit
62,11,Permit
63,1,Permit
63,11,Permit
64,1,Permit
64,11,Permit
65,1,Permit
65,11,Permit
66,1,Permit
66,11,Permit
67,1,Permit
67,11,Permit
68,1,Permit
68,11,Permit
69,1,Permit
69,11,Permit
70,1,Permit
70,11,Permit
71,1,Permit
71,11,Permit
72,1,Permit
72,11,Permit
73,1,Permit
73,11,Permit
74,1,Permit
74,11,Permit
75,1,Permit
75,11,Permit
76,2,Permit
76,12,Permit
77,2,Permit
77,12,Permit
78,2,Permit
78,12,Permit
79,2,Permit
79,12,Permit
80,2,Permit
80,12,Permit
81,2,Permit
81,12,Permit
82,2,Permit
82,12,Permit
83,2,Permit
83,12,Permit
84,2,Permit
84,12,Permit
85,2,Permit
85,12,Permit
86,2,Permit
86,12,Permit
87,2,Permit
87,12,Permit
88,2,Permit
88,12,Permit
89,2,Permit
89,12,Permit
90,2,Permit
90,12,Permit
91,2,Permit
91,12,Permit
92,2,Permit
92,12,Permit
93,2,Permit
93,12,Permit
94,2,Permit
94,12,Permit
95,2,Permit
95,12,Permit
96,2,Permit
96,12,Permit
97,2,Permit
97,12,Permit
98,2,Permit
98,12,Permit
99,2,Permit
99,12,Permit
100,2,Permit
100,12,Permit
101,2,Permit
101,12,Permit
102,2,Permit
102,12,Permit
103,2,Permit
103,12,Permit
104,2,Permit
104,12,Permit
105,2,Permit
105,12,Permit
106,2,Permit
106,12,Permit
107,2,Permit
107,12,Permit
108,2,Permit
108,12,Permit
109,2,Permit
109,12,Permit
110,2,Permit
110,12,Permit
111,2,Permit
111,12,Permit
112,2,Permit
112,12,Permit
113,2,Permit
113,12,Permit
114,2,Permit
114,12,Permit
115,2,Permit
115,12,Permit
116,2,Permit
116,12,Permit
117,2,Permit
117,12,Permit
118,2,Permit
118,12,Permit
119,2,Permit
119,12,Permit
120,2,Permit
120,12,Permit
121,2,Permit
121,12,Permit
122,2,Permit
122,12,Permit
123,2,Permit
123,12,Permit
124,2,Permit
124,12,Permit
125,2,Permit
125,12,Permit
126,2,Permit
126,12,Permit
127,2,Permit
127,12,Permit
128,2,Permit
128,12,Permit
129,2,Permit
129,12,Permit
130,2,Permit
130,12,Permit
131,2,Permit
131,12,Permit
132,2,Permit
132,12,Permit
133,2,Permit
133,12,Permit
134,2,Permit
134,12,Permit
135,2,Permit
135,12,Permit
136,2,Permit
136,12,Permit
137,2,Permit
137,12,Permit
138,2,Permit
138,12,Permit
139,2,Permit
139,12,Permit
140,2,Permit
140,12,Permit
141,2,Permit
141,12,Permit
142,2,Permit
142,12,Permit
143,2,Permit
143,12,Permit
144,2,Permit
144,12,Permit
145,2,Permit
145,12,Permit
146,2,Permit
146,12,Permit
147,2,Permit
147,12,Permit
148,2,Permit
148,12,Permit
149,2,Permit
149,12,Permit
150,2,Permit
150,12,Permit
151,3,Permit
151,13,Permit
152,3,Permit
152,13,Permit
153,3,Permit
153,13,Permit
154,3,Permit
154,13,Permit
155,3,Permit
155,13,Permit
156,3,Permit
156,13,Permit
157,3,Permit
157,13,Permit
158,3,Permit
158,13,Permit
159,3,Permit
159,13,Permit
160,3,Permit
160,13,Permit
161,3,Permit
161,13,Permit
162,3,Permit
162,13,Permit
163,3,Permit
163,13,Permit
164,3,Permit
164,13,Permit
165,3,Permit
165,13,Permit
166,3,Permit
166,13,Permit
167,3,Permit
167,13,Permit
168,3,Permit
168,13,Permit
169,3,Permit
169,13,Permit
170,3,Permit
170,13,Permit
171,3,Permit
171,13,Permit
172,3,Permit
172,13,Permit
173,3,Permit
173,13,Permit
174,3,Permit
174,13,Permit
175,3,Permit
175,13,Permit
176,3,Permit
176,13,Permit
177,3,Permit
177,13,Permit
178,3,Permit
178,13,Permit
179,3,Permit
179,13,Permit
180,3,Permit
180,13,Permit
181,3,Permit
181,13,Permit
182,3,Permit
182,13,Permit
183,3,Permit
183,13,Permit
184,3,Permit
184,13,Permit
185,3,Permit
185,13,Permit
186,3,Permit
186,13,Permit
187,3,Permit
187,13,Permit
188,3,Permit
188,13,Permit
189,3,Permit
189,13,Permit
190,3,Permit
190,13,Permit
191,3,Permit
191,13,Permit
192,3,Permit
192,13,Permit
193,3,Permit
193,13,Permit
194,3,Permit
194,13,Permit
195,3,Permit
195,13,Permit
196,3,Permit
196,13,Permit
197,3,Permit
197,13,Permit
198,3,Permit
198,13,Permit
199,3,Permit
199,13,Permit
200,3,Permit
200,13,Permit
201,3,Permit
201,13,Permit
202,3,Permit
202,13,Permit
203,3,Permit
203,13,Permit
204,3,Permit
204,13,Permit
205,3,Permit
205,13,Permit
206,3,Permit
206,13,Permit
207,3,Permit
207,13,Permit
208,3,Permit
208,13,Permit
209,3,Permit
209,13,Permit
210,3,Permit
210,13,Permit
211,3,Permit
211,13,Permit
212,3,Permit
212,13,Permit
213,3,Permit
213,13,Permit
214,3,Permit
214,13,Permit
215,3,Permit
215,13,Permit
216,3,Permit
216,13,Permit
217,3,Permit
217,13,Permit
218,3,Permit
218,13,Permit
219,3,Permit
219,13,Permit
220,3,Permit
220,13,Permit
221,3,Permit
221,13,Permit
222,3,Permit
222,13,Permit
223,3,Permit
223,13,Permit
224,3,Permit
224,13,Permit
225,3,Permit
225,13,Permit
226,4,Permit
226,14,Permit
227,4,Permit
227,14,Permit
228,4,Permit
228,14,Permit
229,4,Permit
229,14,Permit
230,4,Permit
230,14,Permit
231,4,Permit
231,14,Permit
232,4,Permit
232,14,Permit
233,4,Permit
233,14,Permit
234,4,Permit
234,14,Permit
235,4,Permit
235,14,Permit
236,4,Permit
236,14,Permit
237,4,Permit
237,14,Permit
238,4,Permit
238,14,Permit
239,4,Permit
239,14,Permit
240,4,Permit
240,14,Permit
241,4,Permit
241,14,Permit
1,2,Deny
1,3,Deny
1,4,Deny
1,5,Deny
1,6,Deny
1,7,Deny
1,8,Deny
1,9,Deny
1,10,Deny
1,12,Deny
1,13,Deny
1,14,Deny
1,15,Deny
1,16,Deny
1,17,Deny
1,18,Deny
1,19,Deny
1,20,Deny
2,2,Deny
2,3,Deny
2,4,Deny
2,5,Deny
2,6,Deny
2,7,Deny
2,8,Deny
2,9,Deny
2,10,Deny
2,12,Deny
2,13,Deny
2,14,Deny
2,15,Deny
2,16,Deny
2,17,Deny
2,18,Deny
2,19,Deny
2,20,Deny
3,2,Deny
3,3,Deny
3,4,Deny
3,5,Deny
3,6,Deny
3,7,Deny
3,8,Deny
3,9,Deny
3,10,Deny
3,12,Deny
3,13,Deny
3,14,Deny
3,15,Deny
3,16,Deny
3,17,Deny
3,18,Deny
3,19,Deny
3,20,Deny
4,2,Deny
4,3,Deny
4,4,Deny
4,5,Deny
4,6,Deny
4,7,Deny
4,8,Deny
4,9,Deny
4,10,Deny
4,12,Deny
4,13,Deny
4,14,Deny
4,15,Deny
4,16,Deny
4,17,Deny
4,18,Deny
4,19,Deny
4,20,Deny
5,2,Deny
5,3,Deny
5,4,Deny
5,5,Deny
5,6,Deny
5,7,Deny
5,8,Deny
5,9,Deny
5,10,Deny
5,12,Deny
5,13,Deny
5,14,Deny
5,15,Deny
5,16,Deny
5,17,Deny
5,18,Deny
5,19,Deny
5,20,Deny
6,2,Deny
6,3,Deny
6,4,Deny
6,5,Deny
6,6,Deny
6,7,Deny
6,8,Deny
6,9,Deny
6,10,Deny
6,12,Deny
6,13,Deny
6,14,Deny
6,15,Deny
6,16,Deny
6,17,Deny
6,18,Deny
6,19,Deny
6,20,Deny
7,2,Deny
7,3,Deny
7,4,Deny
7,5,Deny
7,6,Deny
7,7,Deny
7,8,Deny
7,9,Deny
7,10,Deny
7,12,Deny
7,13,Deny
7,14,Deny
7,15,Deny
7,16,Deny
7,17,Deny
7,18,Deny
7,19,Deny
7,20,Deny
8,2,Deny
8,3,Deny
8,4,Deny
8,5,Deny
8,6,Deny
8,7,Deny
8,8,Deny
8,9,Deny
8,10,Deny
8,12,Deny
8,13,Deny
8,14,Deny
8,15,Deny
8,16,Deny
8,17,Deny
8,18,Deny
8,19,Deny
8,20,Deny
9,2,Deny
9,3,Deny
9,4,Deny
9,5,Deny
9,6,Deny
9,7,Deny
9,8,Deny
9,9,Deny
9,10,Deny
9,12,Deny
9,13,Deny
9,14,Deny
9,15,Deny
9,16,Deny
9,17,Deny
9,18,Deny
9,19,Deny
9,20,Deny
10,2,Deny
10,3,Deny
10,4,Deny
10,5,Deny
10,6,Deny
10,7,Deny
10,8,Deny
10,9,Deny
10,10,Deny
10,12,Deny
10,13,Deny
10,14,Deny
10,15,Deny
10,16,Deny
10,17,Deny
10,18,Deny
10,19,Deny
10,20,Deny
11,2,Deny
11,3,Deny
11,4,Deny
11,5,Deny
11,6,Deny
11,7,Deny
11,8,Deny
11,9,Deny
11,10,Deny
11,12,Deny
11,13,Deny
11,14,Deny
11,15,Deny
11,16,Deny
11,17,Deny
11,18,Deny
11,19,Deny
11,20,Deny
12,2,Deny
12,3,Deny
12,4,Deny
12,5,Deny
12,6,Deny
12,7,Deny
12,8,Deny
12,9,Deny
12,10,Deny
12,12,Deny
12,13,Deny
12,14,Deny
12,15,Deny
12,16,Deny
12,17,Deny
12,18,Deny
12,19,Deny
12,20,Deny
13,2,Deny
13,3,Deny
13,4,Deny
13,5,Deny
13,6,Deny
13,7,Deny
13,8,Deny
13,9,Deny
13,10,Deny
13,12,Deny
13,13,Deny
13,14,Deny
13,15,Deny
13,16,Deny
13,17,Deny
13,18,Deny
